date,mood,tweets
1459031423.969984,-0.0045957116788321161,1096
1459046190.6103802,,0
1459061437.737165,0.034561904761904759,336
1459062038.001885,-0.019431129476584024,363
1459063234.329905,-0.057801357466063352,221
1459063837.154119,0.093486819484240688,349
1459064437.39298,-0.016849666666666666,300
1459065040.205012,-0.037923239436619717,284
1459065642.111948,0.026125362318840582,276
1459066242.416453,0.047400896860986544,223
1459066842.428141,0.018482051282051278,234
1459067442.889583,-0.010044444444444446,279
1459068043.065402,0.023217278617710582,463
1459068644.000415,0.0092144314868804651,686
1459069244.095641,0.017104739336492879,211
1459070018.810434,-0.0005881081081081154,185
1459070627.569647,-0.046584831460674166,178
1459071239.199138,-0.035269607843137256,204
1459071840.822342,-0.011691203703703705,216
1459072441.52102,-0.013781215469613263,181
1459073044.714152,-0.084638695652173926,230
1459089040.476234,,0
1459105618.023392,-0.017144866920152092,526
1459106218.190495,-0.05344627071823204,724
1459107399.242277,-0.018778986866791744,533
1459108000.073795,-0.0049073968705547633,703
1459108600.093911,0.00582847790507365,611
1459109200.504499,-0.034431506849315063,730
1459109925.388234,0.010306544502617799,764
1459110526.363669,-0.039441815476190474,672
1459111127.962272,-0.031515695792880258,618
1459111727.970435,-0.007267323943661968,710
1459112330.221368,-0.019745051698670604,677
1459112930.449072,-0.01879962640099626,803
1459113531.513052,-0.042658758620689664,725
1459114132.320158,-0.017811501597444088,626
1459114733.907684,0.072181994459833795,722
1459115334.268731,-0.012836166924265844,647
1459115936.414649,0.038763736263736262,637
1459116536.543291,0.02706686046511628,688
1459117137.541874,0.034956659142212188,886
1459117739.995105,-0.032630732484076434,628
1459118341.733046,-0.013480288461538464,624
1459118942.748191,0.0053125368731563385,678
1459119543.147896,0.04468256624825663,717
1459120144.302143,-0.0020270893371757905,694
1459120744.780469,-0.01618242857142857,700
1459121346.104537,-0.01448100303951368,658
1459121946.149654,-0.022545680819912151,683
1459122546.783963,-0.051487758112094391,678
1459123149.34153,-0.044678199718706048,711
1459123749.670117,-0.07133132220795893,779
1459124350.153596,0.37836821353803207,2866
1459124951.210629,-0.014442113095238093,672
1459125551.984983,-0.014496774193548383,682
1459136413.092417,,0
1459147755.884902,-0.055904999999999996,300
1459148358.036955,0.040710526315789468,361
1459148960.586103,-0.020837318840579714,276
1459149566.798609,-0.027768027210884349,294
1459150174.790534,-0.002977557755775575,303
1459150776.987514,-0.091227636363636358,275
1459151380.101213,-0.075821599999999989,250
1459151980.246096,-0.11192795275590552,254
1459152584.91028,-0.061678341013824883,217
1459153188.219123,-0.067865306122448982,245
1459167575.654315,,0
1459182443.206156,0.01458837209302326,1247
1459184146.136318,,0
1459186329.119863,0.034623578947368422,1425
1459186929.511444,0.021574404304381244,1301
1459187530.183756,0.064627479674796734,1230
1459188130.334771,0.011751993490642793,1229
1459188730.897808,-0.012802572898799314,1166
1459189331.155258,-0.018304772557792694,1341
1459189931.654142,-0.016967571761055084,1289
1459190531.778894,0.0051526422764227647,492
1459191133.090352,0.01542928779069767,1376
1459191733.24336,-0.011293047752808988,1424
1459192333.467897,-0.021931161236424395,1197
1459192934.012913,0.024210416666666665,1104
1459193534.89173,0.047271361867704281,1285
1459194134.910771,0.050675473321858865,1162
1459194735.204967,0.071011261261261255,1332
1459195335.457906,0.019301991798476862,3414
1459195935.507689,0.047937490935460479,1379
1459196536.155716,0.009146319018404906,1304
1459197136.524287,0.016531631799163178,1195
1459197736.551415,0.034709213661636214,1259
1459198337.395562,-0.004923646723646727,1404
1459198938.378113,0.016175318877551016,1568
1459199538.627513,0.039007880434782607,1472
1459200139.335051,0.05253603151862464,1396
1459200740.319867,0.057552861356932154,1695
1459201340.453824,0.064066374781085816,1713
1459201940.840551,0.02689676165803109,1544
1459202542.282573,0.041771249076127129,1353
1459203142.605592,-0.032591120218579232,1464
1459203742.626235,-0.0031445121951219554,1476
1459204342.791862,-0.017579439890710383,1464
1459204942.795567,-0.011698338368580065,1324
1459205543.005325,-0.013449507550886411,1523
1459206143.352601,0.072750305498981663,1473
1459206743.509529,0.014256359803232612,1423
1459207343.731668,0.054941338854382335,1449
1459207945.184719,0.031608547602501737,1439
1459208546.296573,0.0015702341137123746,1495
1459209146.497785,0.33771856069232525,4391
1459209746.614854,0.03192447844228094,1438
1459210347.047659,0.053021599999999995,1500
1459210947.086669,0.088280546923554998,1609
1459211547.295203,0.045315560471976407,1356
1459212147.378886,0.046731764705882348,1530
1459212747.571263,0.065601643835616438,1460
1459213348.275975,0.021064912280701752,1539
1459213948.507706,0.047644665718349938,1406
1459214549.743251,0.029540315457413247,1585
1459215150.389617,0.005715032258064516,1550
1459215752.180511,0.06395761403508772,1425
1459216352.690996,0.052576173020527854,1364
1459216953.179358,0.05298245083207262,1322
1459217553.357809,0.037086032233307746,1303
1459218153.686475,0.013880925778132481,1253
1459218753.854871,0.02842785898538263,1163
1459219354.080941,0.056171768202080231,1346
1459219956.176847,0.035728058727569331,1226
1459220556.293126,0.055251217312894493,1109
1459221156.991928,0.019317436791630341,1147
1459221757.194499,0.061335820895522385,1005
1459222357.745341,0.045897824116047141,1103
1459222958.007463,0.012847299813780258,1074
1459223558.357527,0.013117725409836066,976
1459224158.927739,0.033058057630736389,937
1459224759.005359,0.017854449648711947,854
1459225359.29866,0.02131997549019608,816
1459225959.302391,0.011612799043062203,836
1459226559.648385,0.028105124450951681,683
1459227159.703383,0.023528031290743153,767
1459227760.08591,0.019682035928143712,668
1459228360.114046,0.038639593908629442,591
1459228961.638008,0.054906530612244896,490
1459229562.335999,-0.014610391566265065,664
1459230164.548869,0.061900537634408608,744
1459230766.043433,0.0074613293051359547,662
1459231366.247193,0.056898584905660375,636
1459231968.20185,0.047796881959910914,449
1459232570.202956,0.0042281250000000053,352
1459233181.911846,-0.0049385852090032181,311
1459233782.72981,-0.011905079365079367,315
1459234383.464426,-0.033335564853556487,239
1459234984.527619,-0.018422596153846157,208
1459235584.680826,-0.0145780269058296,223
1459236186.130667,-0.0038236180904522655,199
1459236786.522237,0.043687029288702939,239
1459237393.702773,0.057430798479087448,263
1459237994.450097,0.053872500000000011,200
1459238596.559159,0.059739492753623197,276
1459239205.06554,0.016041509433962264,159
1459241575.4429274,,0
1459244504.2088213,,0
1459245666.325693,0.01347230769230769,130
1459246266.488794,0.017844230769230772,156
1459246890.398148,0.041135329341317375,167
1459247494.124865,-0.045091089108910895,101
1459248698.262718,0.10675244755244756,143
1459249302.779724,0.070950657894736854,152
1459249903.080607,0.062116959064327473,171
1459250504.280384,0.0084748815165876772,211
1459251117.84415,0.018419512195121945,123
1459251726.747962,0.044291150442477875,113
1459254094.7779455,,0
1459256853.290628,,0
1459259803.2147737,,0
1459263089.249416,0.108412987012987,154
1459263831.00154,0.13679642857142857,112
1459264432.980984,0.12646341463414634,123
1459266970.444291,0.010219047619047614,105
1459269703.652611,0.0038436507936507967,126
1459272240.842272,0.040183802216538778,1173
1459272841.083911,0.025638975694444441,1152
1459273441.752713,-0.0084675717610550802,1289
1459274043.190346,-0.0024859131859131839,1221
1459274644.704812,0.0096316939890710353,1281
1459275244.941692,0.018690614886731391,1236
1459275845.198449,0.024524587458745868,1212
1459276445.258925,0.013354604200323099,1238
1459277045.714324,-0.026583319967923014,1247
1459277646.111425,-0.04212124756335283,1539
1459278246.334802,-0.021342818243703199,1469
