date,mood,tweets
1459000005.998392,0.10991542553191491,1128
1459000606.781263,0.15251503523884102,1277
1459001207.687092,0.13244400977995111,1227
1459001807.973954,0.15595329768270946,1122
1459002408.213153,0.13589775100401608,1245
1459003008.572657,0.098676115305422099,1457
1459003609.724621,0.067687265306122443,1225
1459004210.910789,0.10214880319148936,1504
1459004811.878202,0.081058509955041755,1557
1459005412.380849,0.081608057851239674,1452
1459006013.155926,0.11339483013293944,1354
1459006613.288484,0.099822399445214968,1442
1459007213.475953,0.099653400143163928,1397
1459007813.480921,0.11158319541693189,1571
1459008413.804446,0.13382816553428042,1619
1459009014.051174,0.085289260143198084,1676
1459009614.306445,0.13369149940968122,1694
1459010215.540868,0.11952714187799864,1459
1459010815.748769,0.13544405864197531,1296
1459011416.359273,0.11707991967871485,1245
1459012016.762882,0.10242726643598615,1445
1459012616.765271,0.10038812260536398,1566
1459013217.077444,0.10123728571428572,1400
1459013817.678798,0.085887182203389811,1888
1459014418.216255,0.084315891741845936,1441
1459015018.497774,0.12393342091434577,1903
1459015618.513552,0.12265553359683795,2024
1459016218.66928,0.11712683427398667,1949
1459016818.786733,0.085934542884071638,2122
1459017419.316284,0.13540951704545454,2112
1459018019.539703,0.12839621771217713,2168
1459018619.978552,0.17175941230486685,2178
1459019220.516354,0.13518291289861972,2101
1459019820.677538,0.15272791706846672,2074
1459020420.695636,0.16983500000000001,1880
1459021020.781787,0.16867122736418511,1988
1459021620.791407,0.16754610995850625,1928
1459022220.855066,0.18436114519427405,1956
1459022820.993431,0.18350519889720363,2539
1459023421.027832,0.14587615419094577,2231
1459024021.374614,0.1430321319018405,2608
1459024621.44817,0.21381691489361704,2820
1459025221.645904,0.1792536082474227,2813
1459025821.718869,0.12909080228264519,2979
1459026421.83519,0.14852068683565003,2446
1459027021.965188,0.14175451263537905,2770
1459027621.985794,0.36334946938775503,4900
1459028381.8829117,,0
1459029621.990102,0.2630988334111059,4286
1459030222.073063,0.29881569965870308,3809
1459030822.213177,0.26363635001498353,3337
1459031422.219096,0.2690733528550513,4098
1459046188.0980554,,0
1459061434.315496,0.21035145374449338,1135
1459062034.446188,0.39329109552077707,1853
1459063232.006705,0.25185882352941175,782
1459063833.787066,0.2057198285101822,933
1459064435.426584,0.24317484737484735,819
1459065035.925153,0.27366027689030881,1878
1459065636.076036,0.34452998259355966,2298
1459066236.927759,0.38861107822410146,2365
1459066837.476619,0.3867811841445058,1993
1459067437.546856,0.40432094662638474,1986
1459068037.62871,0.35662698412698413,1638
1459068639.172964,0.40394545970488083,1762
1459069241.033613,0.30279156560088205,1814
1459070017.705112,0.35242196796338671,874
1459070618.06729,0.26173973214285717,1120
1459071219.194975,0.21011688770999112,1131
1459071819.358922,0.22847295238095236,1050
1459072420.702322,0.23547780126849893,946
1459073022.03914,0.28858894062863794,859
1459089029.1012425,,0
1459105618.025682,0.18733405253283303,1066
1459106218.149871,0.1629252433090024,1644
1459107399.239964,0.1626687702265372,1236
1459107999.339042,0.16382544613350958,1513
1459108599.372534,0.20497611147976111,1507
1459109199.407979,0.16510793346129241,1563
1459109924.896778,0.15693226495726495,1404
1459110525.105815,0.16667015306122449,1568
1459111127.189331,0.15363566378633148,1273
1459111727.596912,0.142251414427157,1414
1459112328.091002,0.17484946164199192,1486
1459112929.31496,0.18300692204301075,1488
1459113529.669681,0.18361469816272966,1524
1459114129.777834,0.19849202898550727,1656
1459114730.371018,0.17910266757865936,1462
1459115330.371973,0.15386458003169573,1262
1459115932.146369,0.14308758064516131,1240
1459116533.107442,0.1338150684931507,1314
1459117133.140595,0.14821005434782605,1472
1459117733.341227,0.13401416207710465,1271
1459118333.727955,0.13890885972108286,1219
1459118934.505004,0.12962558139534883,1290
1459119534.731831,0.14040397766922538,1433
1459120135.10195,0.20554263862332695,1569
1459120736.093301,0.14547202111613874,1326
1459121336.14688,0.141978909382518,1247
1459121936.617698,0.13029024911032028,1405
1459122536.767803,0.13056104951958611,1353
1459123137.110683,0.12705505464480873,1464
1459123737.117836,0.10667355800388854,1543
1459124337.250262,0.10064302030456852,1576
1459124937.989106,0.11628287401574804,1524
1459125539.077043,0.076017970822281164,1508
1459136406.5191805,,0
1459147757.163449,0.13975831435079725,439
1459148359.443607,0.097479443254817971,467
1459148962.16597,0.087789252336448589,428
1459149566.250265,0.25317338551859098,511
1459150170.622441,0.2186035294117647,425
1459150773.252575,0.17683076923076924,455
1459151374.661352,0.20715065274151437,383
1459151974.829362,0.13475514018691589,321
1459152577.855536,0.093204177545691907,383
1459153178.699596,0.19615501519756837,329
1459167570.877219,,0
1459182443.323818,0.081809815950920239,1141
1459184145.9873354,,0
1459186328.831524,0.063445197368421039,1520
1459186930.171853,0.087955567867035997,1805
1459187530.737706,0.064291573926868045,1887
1459188131.454796,0.086063907486305533,1643
1459188731.579634,0.071745449172576831,1692
1459189332.856151,0.05507249999999999,1680
1459189933.060624,0.037169693325315695,1663
1459190533.402384,0.054999527559055121,635
1459191133.548581,0.057032693580410326,1511
1459191735.085805,0.04454479897894064,1567
1459192335.103428,0.034202097428958057,1478
1459192935.907518,0.051864557779212395,1549
1459193536.952271,0.094756018217306448,1537
1459194137.398836,0.15035851763299463,1673
1459194737.407987,0.11201384820239681,1502
1459195337.586959,0.11508481392557023,1666
1459195937.982227,0.094801670006680008,1497
1459196538.095636,0.1137774193548387,1457
1459197138.969945,0.088881889763779531,1397
1459197739.043028,0.027426789231779377,1523
1459198339.426836,0.053079652605459049,1612
