date,mood,tweets
1459198940.688372,0.11898662790697676,1720
1459199542.034303,0.11117010904425914,1559
1459200142.084496,0.11792205056179775,1424
1459200742.637276,0.10325104166666665,1536
1459201342.839083,0.094285560344827588,1392
1459201943.246827,0.09190472829922372,1417
1459202543.72464,0.074946959706959707,1365
1459203144.008816,0.022296590909090912,1584
1459203744.161291,-0.015899090909090908,1650
1459204344.590409,0.018303782051282049,1560
1459204944.628351,0.051864937759336101,1446
1459205546.548289,0.079970672097759682,1473
1459206146.595936,0.078266546503244411,1387
1459206746.605289,0.040022978177150184,1558
1459207346.639239,0.017614212076583213,1358
1459207947.404152,0.033658793604651162,1376
1459208547.582855,0.018904963112005367,1491
1459209147.623739,0.11426009144350099,1531
1459209747.862974,0.11890776455854726,1597
1459210348.084583,0.088588797986154821,1589
1459210948.172679,0.050461509669369936,1603
1459211548.569799,0.054669387755102043,1470
1459212149.016709,0.075946799999999995,1500
1459212749.094099,0.13857451093210588,1738
1459213349.491677,0.092599569583931132,1394
1459213949.661971,0.082312456263121073,1429
1459214549.72968,0.049456151419558357,1585
1459215150.039231,0.083394826364280639,1411
1459215750.240527,0.11579200779727096,1539
1459216350.794559,0.08378990881458967,1645
1459216950.841908,0.082463601286173652,1555
1459217551.303936,0.091604415584415594,1540
1459218153.652123,0.12141119453924915,1465
1459218753.907585,0.076427170868347341,1785
1459219354.005135,0.085258500669344053,1494
1459219954.833696,0.060114931588340276,1681
1459220555.303658,0.054903756157635472,1624
1459221155.425793,0.10054867549668874,1510
1459221755.534103,0.097508057851239671,1452
1459222355.932194,0.076560166919575123,1318
1459222956.94276,0.07711157270029674,1348
1459223557.548822,0.073475805184603296,1273
1459224158.285584,0.068644361525704814,1206
1459224758.819534,0.088707711651299259,1193
1459225359.0333,0.11087191844300277,1079
1459225959.471066,0.079174594078319005,1047
1459226559.54231,0.087660173160173147,924
1459227162.504016,0.10503347064881566,971
1459227762.856271,0.12072602892102337,899
1459228363.683853,0.071896085858585854,792
1459228964.521826,0.10109421874999999,640
1459229564.635063,0.094686814814814807,675
1459230166.331689,0.092911488250652735,766
1459230766.373584,0.087201149425287366,783
1459231367.741467,0.10607095851216022,699
1459231968.056463,0.09360510563380281,568
1459232569.695382,0.081013107822410155,473
1459233175.03946,0.12147313829787235,376
1459233776.006829,0.0027732704402515791,318
1459234376.498602,0.11896180555555554,288
1459234978.672796,0.08078215767634854,241
1459235580.539825,0.063089795918367345,245
1459236181.674002,0.078241322314049566,242
1459236783.040922,0.12704368600682592,293
1459237389.14366,0.024189473684210535,266
1459237989.214059,0.081099293286219079,283
1459238589.94836,0.048451503759398495,266
1459239196.789659,0.097584079601990045,201
1459239963.93586,0.14290141509433962,212
1459241953.216601,,0
1459244504.3636746,,0
1459245671.129898,0.081098101265822786,158
1459246276.331011,-0.047057792207792201,154
1459246877.506972,0.017770454545454548,132
1459247484.389828,0.1112566371681416,113
1459248111.74866,0.12223267326732674,101
1459248718.989006,0.085126050420168062,119
1459249330.935784,0.043752941176470592,136
1459249932.964814,0.04998773006134969,163
1459250535.822821,0.03585918367346938,196
1459251142.24389,0.10879913043478262,115
1459251744.602203,-0.0056600000000000018,130
1459252352.971676,0.034125185185185182,135
1459253083.798005,,0
1459254779.694037,,0
1459257205.105938,,0
1459259803.942048,,0
1459262392.238693,0.016245967741935478,124
1459262993.775882,0.15748440860215052,186
1459263603.334591,0.13793238095238092,105
1459264921.341299,0.084550943396226416,159
1459269356.350119,0.05251801801801801,111
1459271640.720972,0.097569767441860467,129
1459272241.730883,0.054526400759734084,1053
1459272842.019883,0.10096208406304728,1142
1459273444.292511,0.06271249999999999,1232
1459274044.617183,0.31290406546990496,1894
1459274644.939292,0.28931344393592678,1748
1459275245.019798,0.20704218009478675,1477
1459275845.02091,0.21702928571428573,1400
1459276445.209773,0.22985345070422536,1420
1459277045.263452,0.18522938596491229,1368
1459277645.566131,0.18463298319327728,1428
1459278245.727253,0.15607154538021262,1223
