date,mood,tweets
1459071218.942392,-0.0081296545914069131,1187
1459071820.839021,0.010591088328075707,1268
1459072420.963583,-0.01315100207325501,1447
1459073021.097994,-0.020303594578668236,1697
1459089028.640996,,0
1459105617.758699,-0.015214654949599383,3869
1459106217.840816,0.014594044616876821,5155
1459107399.06999,0.016134152859433457,3742
1459107999.070533,-0.0077703730931814015,5441
1459108599.09081,0.00019897764685496676,5771
1459109199.216555,-0.0064057243423490179,5398
1459109924.891908,0.019484230847388744,4921
1459110524.901302,0.00025792107795957449,5195
1459111125.207042,0.043126781609195405,5220
1459111725.3546,0.033923094525611687,5681
1459112325.376176,0.036745232890533046,5947
1459112925.383782,0.0027640215838755744,6301
1459113525.397899,-0.0054581320176930919,5878
1459114125.417423,-0.02774415544201889,6459
1459114725.448131,-0.012974992319508449,6510
1459115325.527186,-0.025708426443202977,6444
1459115925.965634,-0.00057167724093053684,6147
1459116526.000486,0.020161698268755152,6065
1459117126.017949,0.024922021071375568,6739
1459117726.042746,0.034118758398280026,7442
1459118326.266544,0.010957976207539053,6977
1459118926.347185,-0.013887079426365139,7252
1459119526.411419,-0.0077499173325985132,7258
1459120126.818028,-0.024019880022321426,7168
1459120726.868168,0.00017283430232557776,6880
1459121326.982173,0.025654078884840802,6313
1459121927.055178,0.0032290668740279928,6430
1459122527.27799,0.03407949723917466,6882
1459123127.552288,0.033667625192874175,7129
1459123727.636243,0.009950761421319794,6304
1459124327.650044,0.0064037381751602075,6554
1459124927.821182,0.019810250421694566,7707
1459125527.873958,0.0087062703824488594,6746
1459136399.8690114,,0
1459147752.272202,0.0057487885010266927,2435
1459148352.386884,-0.055139723141739379,3323
1459148952.424603,-0.01816101379053298,2683
1459149552.589917,0.020880628717077316,2354
1459150152.810636,-0.055119496076001653,2421
1459150753.335341,0.0012930133079847889,2104
1459151354.848742,-0.002584178403755862,2130
1459151954.913045,-0.043017617617617618,1998
1459152555.471158,0.036646750629722925,1985
1459153155.502599,0.056539023051591662,1822
1459167559.0647075,,0
1459182442.762711,-0.014773476596997352,6794
1459184145.7042315,,0
1459186328.677919,-0.035795274411003677,7343
1459186928.895551,-0.03129906633221851,7176
1459187529.461253,-0.022156592465753421,7008
1459188129.473119,-0.0084240798688719996,6711
1459188729.501537,-0.0033614988876529465,7192
1459189329.584002,0.0031510530634573327,7312
1459189929.664406,-0.014130771424497359,7013
1459190530.042576,-0.04594503816793892,2620
1459191130.110651,-0.052887645982833825,7107
1459191730.185404,-0.085687709420488867,7282
1459192330.593359,-0.04622087670429556,6821
1459192930.617578,-0.0018653429073856938,6824
1459193530.792584,-0.015481292241146255,7398
1459194131.022608,-0.010740782208588954,6520
1459194731.058301,-0.024679373177842565,6860
1459195331.167447,-0.012145604711289859,6962
1459195931.219524,-0.040020876074299973,7214
1459196531.503856,-0.027524111604664069,7204
1459197131.581862,-0.003696980589503952,6955
1459197731.734183,-0.012477759835584261,6812
1459198331.789459,-0.012661390186915887,6848
1459198931.84516,0.0092827365728900268,7038
1459199531.87522,-0.01854190561529271,6696
1459200131.895381,-0.026069523110785038,6815
1459200732.000878,0.0046103212216956286,7596
1459201332.012418,0.014171739690721649,7760
1459201932.023463,0.0076027789902517089,6873
1459202532.117524,-0.022706755705394193,7712
1459203132.140073,-0.020808224163027654,6870
1459203732.221682,-0.0022642191928735323,7409
1459204332.293609,-0.0038548616600790507,7590
1459204932.331114,-0.0055926880150203419,9587
1459205532.331391,-0.013767825425019031,7882
1459206132.36499,-0.00037039248063000085,7873
1459206732.382413,0.008521687828652048,7797
1459207332.718588,-0.016951082415495634,7899
1459207933.064726,-0.014282186183118373,7831
1459208533.220894,0.0067846124715980833,7922
1459209133.295775,0.005670530527946303,7747
1459209733.377843,0.0071125841269841254,7875
1459210333.463504,-0.0025034102894644318,8533
1459210933.466603,-0.0037314690779191796,8958
1459211533.51074,0.0012843062656045662,8411
1459212133.512791,0.010877202643171805,8172
1459212733.519439,-0.0033459768799359046,8737
1459213333.523858,0.00022833392288645291,8481
1459213934.36027,0.047380059303187547,8094
1459214534.375856,0.036528740326741187,9304
1459215134.489801,0.06120308177379985,9832
1459215734.508243,0.018314636303338492,9046
1459216334.515542,0.014921167490862178,9302
1459216934.554577,0.00011087155963302336,8720
1459217534.570668,-0.002310725916587879,9519
1459218134.823323,-0.012474896814477724,9449
1459218734.923367,0.014906803781032513,9627
1459219334.931466,0.0012037712484520989,8883
1459219934.972388,-0.0036044351073762841,8568
1459220535.088541,0.014843646616541351,7980
1459221135.166263,0.0077439785221171059,7822
1459221735.327894,0.00070807412309728361,7555
1459222335.520784,-0.017855557074504442,7315
1459222935.636448,-0.041972205556280173,7667
1459223535.773474,-0.024068665850673198,7353
1459224135.848377,-0.014838745493871666,6935
1459224736.047879,-0.0037078921885087129,6196
1459225336.083079,0.043483525800321589,6841
1459225936.083524,0.030586956521739126,5359
1459226536.270525,0.020700022212350067,4502
1459227136.350131,0.020187347201372507,4663
1459227736.38999,0.056268985440258844,4327
1459228336.633216,-0.022758957415565346,4086
1459228936.702949,-0.014968598726114649,3140
1459229536.711807,-0.0093424216027874572,3444
1459230136.927429,-0.001947628865979382,3880
1459230736.951188,0.025129649742058106,3683
1459231337.005013,-0.0063490449438202258,3560
1459231937.19812,0.00032122981793198405,2911
1459232537.779526,0.036173323342075688,2669
1459233137.875445,-0.018322234699606959,1781
1459233738.249894,0.015210370835952232,1591
1459234339.564262,0.055403785271851344,1453
1459234939.599036,0.0180656405163853,1007
1459235540.019058,-0.013942150910667821,1153
1459236140.680263,0.029525143325143322,1221
1459236740.9452,0.010040816326530611,1323
1459237341.080297,0.0056388928828181176,1391
1459237941.516372,-0.0030968167701863379,1288
1459238541.898649,-0.01234639175257732,1261
1459239142.573018,0.070400341588386012,1171
1459239807.642196,0.0095110995850622385,964
1459241875.193923,,0
1459244500.5917675,,0
1459245662.558795,0.047859317904993912,821
1459246263.605464,-0.0034276869158878535,856
1459246863.670478,-0.013898658536585373,820
1459247463.932016,0.11541033295063148,871
1459248067.830819,0.06741142857142858,805
1459248669.027141,0.074083533260632481,917
1459249269.939489,0.043788145315487574,1046
1459249870.375386,0.039840912606341837,1293
1459250471.211241,0.022782202713487625,1253
1459251071.330434,0.040983101851851861,864
1459251671.870114,0.036473977272727269,880
1459252272.492443,0.020189878542510122,741
1459252887.267719,0.01139892328398385,743
1459254776.648621,,0
1459256852.597169,,0
1459259803.279086,,0
1459262392.493992,0.031219659735349715,529
1459262993.779042,0.0034583643122676603,807
1459263594.74454,0.037748409090909096,440
1459264194.897415,-0.014380270793036751,517
1459264921.338563,-0.049942986881937441,991
1459265522.232502,-0.11836194895591649,431
1459266168.064658,-0.09750909090909092,451
1459266768.129845,-0.12611220657276995,852
1459267368.423789,-0.054923824130879331,978
1459268038.494783,-0.10338674033149171,724
1459268744.04757,-0.11727111111111112,405
1459269344.497958,-0.048962340036563072,1094
1459270029.481411,-0.14253188405797104,552
1459270656.795486,-0.063800460829493089,434
1459271270.069857,-0.059010463121783881,1166
1459271870.097661,-0.061158137715179965,3834
1459272470.160078,-0.063307777884338737,10427
1459273070.420257,-0.074164581673306765,10040
1459273670.438524,-0.048660872984663782,10172
1459274270.465727,-0.049511862206689967,10015
1459274870.580713,-0.071193108714326631,10477
1459275470.640537,-0.028922406293382698,10805
1459276070.663645,-0.067604724737225522,9609
1459276670.67195,-0.05987489988093949,9239
1459277270.706377,-0.090145297318305478,10292
1459277870.75641,-0.054633471698113216,10600
